seed,experiment,name,algorithm,partition_shape,partition_dir,site,split,patients,images,patients_HRposHER2neg,patients_TripleNeg,patients_HER2pos,cohorts,pct_patients,pct_images
19,test08_s19,test08_fedavg_skewed_s19,fedavg,4_clients_skewed,4_clients_skewed_s19,hospital_2,train,273,2179,138,73,62,"{""spy2"": 176, ""duke"": 139, ""spy1"": 25}",17.88,17.96
19,test08_s19,test08_fedavg_skewed_s19,fedavg,4_clients_skewed,4_clients_skewed_s19,hospital_2,val,67,527,34,18,15,"{""spy2"": 176, ""duke"": 139, ""spy1"": 25}",4.39,4.34
19,test08_s19,test08_fedavg_skewed_s19,fedavg,4_clients_skewed,4_clients_skewed_s19,hospital_3,train,136,1085,69,37,30,"{""spy2"": 84, ""duke"": 77, ""spy1"": 9}",8.91,8.94
19,test08_s19,test08_fedavg_skewed_s19,fedavg,4_clients_skewed,4_clients_skewed_s19,hospital_3,val,34,268,17,9,8,"{""spy2"": 84, ""duke"": 77, ""spy1"": 9}",2.23,2.21
19,test08_s19,test08_fedavg_skewed_s19,fedavg,4_clients_skewed,4_clients_skewed_s19,hospital_4,train,135,1074,69,36,30,"{""spy2"": 80, ""duke"": 78, ""spy1"": 11}",8.84,8.85
19,test08_s19,test08_fedavg_skewed_s19,fedavg,4_clients_skewed,4_clients_skewed_s19,hospital_4,val,34,271,17,9,8,"{""spy2"": 80, ""duke"": 78, ""spy1"": 11}",2.23,2.23
19,test09_s19,test09_fedprox_skewed_s19,fedprox,4_clients_skewed,4_clients_skewed_s19,hospital_1,train,678,5386,343,182,153,"{""spy2"": 444, ""duke"": 348, ""spy1"": 56}",44.4,44.4
19,test09_s19,test09_fedprox_skewed_s19,fedprox,4_clients_skewed,4_clients_skewed_s19,hospital_1,val,170,1341,86,46,38,"{""spy2"": 444, ""duke"": 348, ""spy1"": 56}",11.13,11.05
19,test09_s19,test09_fedprox_skewed_s19,fedprox,4_clients_skewed,4_clients_skewed_s19,hospital_2,train,273,2179,138,73,62,"{""spy2"": 176, ""duke"": 139, ""spy1"": 25}",17.88,17.96
19,test09_s19,test09_fedprox_skewed_s19,fedprox,4_clients_skewed,4_clients_skewed_s19,hospital_2,val,67,527,34,18,15,"{""spy2"": 176, ""duke"": 139, ""spy1"": 25}",4.39,4.34
19,test09_s19,test09_fedprox_skewed_s19,fedprox,4_clients_skewed,4_clients_skewed_s19,hospital_3,train,136,1085,69,37,30,"{""spy2"": 84, ""duke"": 77, ""spy1"": 9}",8.91,8.94
19,test09_s19,test09_fedprox_skewed_s19,fedprox,4_clients_skewed,4_clients_skewed_s19,hospital_3,val,34,268,17,9,8,"{""spy2"": 84, ""duke"": 77, ""spy1"": 9}",2.23,2.21
19,test09_s19,test09_fedprox_skewed_s19,fedprox,4_clients_skewed,4_clients_skewed_s19,hospital_4,train,135,1074,69,36,30,"{""spy2"": 80, ""duke"": 78, ""spy1"": 11}",8.84,8.85
19,test09_s19,test09_fedprox_skewed_s19,fedprox,4_clients_skewed,4_clients_skewed_s19,hospital_4,val,34,271,17,9,8,"{""spy2"": 80, ""duke"": 78, ""spy1"": 11}",2.23,2.23
19,test10_s19,test10_fedavg_cohort_s19,fedavg,3_clients_cohort,3_clients_cohort_s19,hospital_1,train,514,4055,341,82,91,"{""duke"": 642}",33.66,33.43
19,test10_s19,test10_fedavg_cohort_s19,fedavg,3_clients_cohort,3_clients_cohort_s19,hospital_1,val,128,1019,85,20,23,"{""duke"": 642}",8.38,8.4
19,test10_s19,test10_fedavg_cohort_s19,fedavg,3_clients_cohort,3_clients_cohort_s19,hospital_2,train,82,652,34,22,26,"{""spy1"": 101}",5.37,5.37
19,test10_s19,test10_fedavg_cohort_s19,fedavg,3_clients_cohort,3_clients_cohort_s19,hospital_2,val,19,152,8,5,6,"{""spy1"": 101}",1.24,1.25
19,test10_s19,test10_fedavg_cohort_s19,fedavg,3_clients_cohort,3_clients_cohort_s19,hospital_3,train,627,5001,244,225,158,"{""spy2"": 784}",41.06,41.22
19,test10_s19,test10_fedavg_cohort_s19,fedavg,3_clients_cohort,3_clients_cohort_s19,hospital_3,val,157,1252,61,56,40,"{""spy2"": 784}",10.28,10.32
19,test12_s19,test12_fedavg_sizematched_s19,fedavg,3_clients_sizematched,3_clients_sizematched_s19,hospital_1,train,514,4079,260,138,116,"{""spy2"": 348, ""duke"": 251, ""spy1"": 43}",33.66,33.62
19,test12_s19,test12_fedavg_sizematched_s19,fedavg,3_clients_sizematched,3_clients_sizematched_s19,hospital_1,val,128,1015,65,34,29,"{""spy2"": 348, ""duke"": 251, ""spy1"": 43}",8.38,8.37
19,test12_s19,test12_fedavg_sizematched_s19,fedavg,3_clients_sizematched,3_clients_sizematched_s19,hospital_2,train,81,644,41,22,18,"{""duke"": 52, ""spy2"": 42, ""spy1"": 7}",5.3,5.31
19,test12_s19,test12_fedavg_sizematched_s19,fedavg,3_clients_sizematched,3_clients_sizematched_s19,hospital_2,val,20,158,10,5,5,"{""duke"": 52, ""spy2"": 42, ""spy1"": 7}",1.31,1.3
19,test12_s19,test12_fedavg_sizematched_s19,fedavg,3_clients_sizematched,3_clients_sizematched_s19,hospital_3,train,628,4991,318,169,141,"{""spy2"": 394, ""duke"": 339, ""spy1"": 51}",41.13,41.14
19,test12_s19,test12_fedavg_sizematched_s19,fedavg,3_clients_sizematched,3_clients_sizematched_s19,hospital_3,val,156,1244,79,42,35,"{""spy2"": 394, ""duke"": 339, ""spy1"": 51}",10.22,10.25
19,test11_s19,test11_fedprox_cohort_s19,fedprox,3_clients_cohort,3_clients_cohort_s19,hospital_1,train,514,4055,341,82,91,"{""duke"": 642}",33.66,33.43
19,test11_s19,test11_fedprox_cohort_s19,fedprox,3_clients_cohort,3_clients_cohort_s19,hospital_1,val,128,1019,85,20,23,"{""duke"": 642}",8.38,8.4
19,test11_s19,test11_fedprox_cohort_s19,fedprox,3_clients_cohort,3_clients_cohort_s19,hospital_2,train,82,652,34,22,26,"{""spy1"": 101}",5.37,5.37
19,test11_s19,test11_fedprox_cohort_s19,fedprox,3_clients_cohort,3_clients_cohort_s19,hospital_2,val,19,152,8,5,6,"{""spy1"": 101}",1.24,1.25
19,test11_s19,test11_fedprox_cohort_s19,fedprox,3_clients_cohort,3_clients_cohort_s19,hospital_3,train,627,5001,244,225,158,"{""spy2"": 784}",41.06,41.22
19,test11_s19,test11_fedprox_cohort_s19,fedprox,3_clients_cohort,3_clients_cohort_s19,hospital_3,val,157,1252,61,56,40,"{""spy2"": 784}",10.28,10.32
19,test13_s19,test13_fedprox_sizematched_s19,fedprox,3_clients_sizematched,3_clients_sizematched_s19,hospital_1,train,514,4079,260,138,116,"{""spy2"": 348, ""duke"": 251, ""spy1"": 43}",33.66,33.62
19,test13_s19,test13_fedprox_sizematched_s19,fedprox,3_clients_sizematched,3_clients_sizematched_s19,hospital_1,val,128,1015,65,34,29,"{""spy2"": 348, ""duke"": 251, ""spy1"": 43}",8.38,8.37
19,test13_s19,test13_fedprox_sizematched_s19,fedprox,3_clients_sizematched,3_clients_sizematched_s19,hospital_2,train,81,644,41,22,18,"{""duke"": 52, ""spy2"": 42, ""spy1"": 7}",5.3,5.31
19,test13_s19,test13_fedprox_sizematched_s19,fedprox,3_clients_sizematched,3_clients_sizematched_s19,hospital_2,val,20,158,10,5,5,"{""duke"": 52, ""spy2"": 42, ""spy1"": 7}",1.31,1.3
19,test13_s19,test13_fedprox_sizematched_s19,fedprox,3_clients_sizematched,3_clients_sizematched_s19,hospital_3,train,628,4991,318,169,141,"{""spy2"": 394, ""duke"": 339, ""spy1"": 51}",41.13,41.14
19,test13_s19,test13_fedprox_sizematched_s19,fedprox,3_clients_sizematched,3_clients_sizematched_s19,hospital_3,val,156,1244,79,42,35,"{""spy2"": 394, ""duke"": 339, ""spy1"": 51}",10.22,10.25
